codec_id,ablation_id,metric,n,mean,median,ci95_lo,ci95_hi,paired_n,paired_median_difference,wilcoxon_p,wilcoxon_p_bh,effect_size_rank_biserial
dac,greedy_full_layer,fad,96,0.17213922754075917,0.17213922754075917,0.17213922754075917,0.17213922754075917,0,nan,nan,nan,nan
dac,greedy_full_layer,spectral_convergence,96,1.3972450234583775,1.30799535784299,1.334241940007908,1.4629472356737383,96,0.0,nan,nan,0.0
dac,greedy_full_layer,log_spectral_distance,96,27.08809272448222,26.624605178833008,26.43104624102513,27.757510957618553,96,0.0,nan,nan,0.0
dac,greedy_full_layer,token_discontinuity,96,0.8432830054292318,0.8501048218029351,0.8211249949604903,0.8641671118233619,96,0.0,nan,nan,0.0
dac,greedy_full_layer,envelope_correlation,96,0.9987078242778331,0.9989333148341976,0.9985253419315667,0.9988705841541188,96,0.0,nan,nan,0.0
dac,greedy_full_layer,index_jitter,96,24660.439943792764,24727.76539589443,24198.216219910806,25141.034747678397,96,0.0,nan,nan,0.0
dac,greedy_full_layer,source_onset_f1,96,0.9880689960221748,1.0,0.9837127198910788,0.9918729553798389,96,0.0,nan,nan,0.0
dac,greedy_full_layer,output_to_nearest_palette_distance,96,21.858620762825012,21.51863193511963,21.38004833807548,22.31366168310245,96,0.0,nan,nan,0.0
dac,greedy_full_layer,palette_embedding_shift,96,-11.289239803949991,-11.19282341003418,-11.615131094803413,-10.982586259394886,96,0.0,nan,nan,0.0
dac,greedy_full_layer,end_to_end_rtf,96,0.2230916813316921,0.23024252872880382,0.20968008487921908,0.23643252787166127,96,0.0,nan,nan,0.0
dac,greedy_rvq_group,fad,96,0.9608491274313131,0.9608491274313131,0.9608491274313131,0.9608491274313131,0,nan,nan,nan,nan
dac,greedy_rvq_group,spectral_convergence,96,1.3098008896537585,1.2350228813586646,1.2563398666544643,1.3655372942665527,96,-0.07233276743080819,1.781293897222056e-17,3.492124595635935e-17,-1.0
dac,greedy_rvq_group,log_spectral_distance,96,26.93396274248759,26.51645278930664,26.279906606177487,27.58979618450006,96,-0.1307201385498047,1.7886360432649803e-08,2.6141603709257406e-08,-0.6619415807560137
dac,greedy_rvq_group,token_discontinuity,96,0.8058730446702146,0.8101919045315271,0.7813719981320217,0.8303007243455356,96,-0.03741332043218837,1.7808577636106714e-17,3.492124595635935e-17,-1.0
dac,greedy_rvq_group,envelope_correlation,96,0.987455377380285,0.9883986818580037,0.9862738952103143,0.9885120932296734,96,-0.010540409382339855,1.781293897222056e-17,3.492124595635935e-17,-1.0
dac,greedy_rvq_group,index_jitter,96,24660.439943792764,24727.76539589443,24198.216219910806,25141.034747678397,96,0.0,nan,nan,0.0
dac,greedy_rvq_group,source_onset_f1,96,0.9762777398837178,0.9824561403508771,0.9699282090929371,0.9821318712661782,96,0.0,5.686021722808974e-06,7.716743766669322e-06,-0.7768115942028986
dac,greedy_rvq_group,output_to_nearest_palette_distance,96,21.563299039999645,21.437689781188965,21.10903184513251,22.006621165076893,96,-0.2723093032836914,5.107346819911983e-16,8.821780870757062e-16,-0.9531786941580757
dac,greedy_rvq_group,palette_embedding_shift,96,-10.374210884173712,-10.246022701263428,-10.688729539016883,-10.074015335987012,96,0.9007258415222168,1.781293897222056e-17,3.492124595635935e-17,1.0
dac,greedy_rvq_group,end_to_end_rtf,96,0.2320255355295617,0.233892199007938,0.21632758135461988,0.24724855381823907,96,0.0027333615862121553,0.014643425822964105,0.015456949479795444,0.2869415807560137
dac,beam_full_layer,fad,96,0.17213922754075917,0.17213922754075917,0.17213922754075917,0.17213922754075917,0,nan,nan,nan,nan
dac,beam_full_layer,spectral_convergence,96,1.3972450234583775,1.30799535784299,1.334241940007908,1.4629472356737383,96,0.0,nan,nan,0.0
dac,beam_full_layer,log_spectral_distance,96,27.08809272448222,26.624605178833008,26.43104624102513,27.757510957618553,96,0.0,nan,nan,0.0
dac,beam_full_layer,token_discontinuity,96,0.8432830054292318,0.8501048218029351,0.8211249949604903,0.8641671118233619,96,0.0,nan,nan,0.0
dac,beam_full_layer,envelope_correlation,96,0.9987078242778331,0.9989333148341976,0.9985253419315667,0.9988705841541188,96,0.0,nan,nan,0.0
dac,beam_full_layer,index_jitter,96,11518.266281769305,11134.444281524928,11116.374489094576,11932.981730358013,96,-13261.711143695014,1.781293897222056e-17,3.492124595635935e-17,-1.0
dac,beam_full_layer,source_onset_f1,96,0.9880689960221748,1.0,0.9837127198910788,0.9918729553798389,96,0.0,nan,nan,0.0
dac,beam_full_layer,output_to_nearest_palette_distance,96,21.858620762825012,21.51863193511963,21.38004833807548,22.31366168310245,96,0.0,nan,nan,0.0
dac,beam_full_layer,palette_embedding_shift,96,-11.289239803949991,-11.19282341003418,-11.615131094803413,-10.982586259394886,96,0.0,nan,nan,0.0
dac,beam_full_layer,end_to_end_rtf,96,0.23597189612759265,0.23872835296723005,0.22085601504082936,0.2515455873735351,96,0.006564219649056249,0.00011558878520531484,0.00013726168243131137,0.4531786941580756
dac,beam_rvq_group,fad,96,1.1338586188469442,1.1338586188469444,1.1338586188469442,1.1338586188469442,0,nan,nan,nan,nan
dac,beam_rvq_group,spectral_convergence,96,1.3067027646134532,1.2249537721508617,1.252402154361656,1.3627798623508887,96,-0.0780192487845125,1.781293897222056e-17,3.492124595635935e-17,-1.0
dac,beam_rvq_group,log_spectral_distance,96,27.03732426961263,26.625455856323242,26.383298587799075,27.708473393321036,96,-0.06287574768066406,0.018787444488998224,0.018787444488998224,-0.2762027491408935
dac,beam_rvq_group,token_discontinuity,96,0.8012702924259528,0.8086598935655539,0.7764081650137075,0.8259932453770897,96,-0.04297693920335427,1.8379603134925975e-17,3.492124595635935e-17,-0.9995704467353952
dac,beam_rvq_group,envelope_correlation,96,0.9858526186087736,0.9871973002775758,0.9840881129072635,0.9873106321205454,96,-0.011512539054782611,1.781293897222056e-17,3.492124595635935e-17,-1.0
dac,beam_rvq_group,index_jitter,96,11518.266281769305,11134.444281524928,11116.374489094576,11932.981730358013,96,-13261.711143695014,1.781293897222056e-17,3.492124595635935e-17,-1.0
dac,beam_rvq_group,source_onset_f1,96,0.9760641270432308,1.0,0.9690015332512211,0.9823703416734034,96,0.0,9.845763415304528e-06,1.2471300326052403e-05,-0.833570412517781
dac,beam_rvq_group,output_to_nearest_palette_distance,96,21.668465038140614,21.547104835510254,21.206319063405196,22.12628854016463,96,-0.19455718994140625,2.1878812106281382e-10,3.4641452501612184e-10,-0.7461340206185567
dac,beam_rvq_group,palette_embedding_shift,96,-10.357883006334305,-10.214409351348877,-10.685221493244171,-10.05244712109367,96,0.9123797416687012,1.781293897222056e-17,3.492124595635935e-17,1.0
dac,beam_rvq_group,end_to_end_rtf,96,0.2172208952336024,0.22754930711758076,0.20403802884265823,0.23043567794704115,96,-0.0035605698847417516,0.0017594626384273327,0.0019664582429481953,-0.36769759450171824
